first_name,last_name,credit_score,annual_income,loan_amount,employment_duration,Age,EmploymentStatus,MaritalStatus,Vehicle_Ownership,Children_Count,Previous_Loan_Count,default
Amir,Meriem,699,1606894.82,477297,13,38,employed,married,Yes,0,2,0
Salima,Hocine,693,698264.79,207329,0,71,unemployed,married,No,1,3,1
Iman,Gana,593,1024542.43,379242,9,40,employed,single,No,0,3,0
Iman,Dahlab,614,332275.59,414171,7,53,employed,divorced,No,2,5,0
Lamine,Rahim,522,756114.03,540850,9,56,employed,married,Yes,1,1,0
Bilal,Slimani,572,595847.43,604353,9,46,self-employed,married,No,2,5,1
Sofiane,Mahieddine,443,281560.85,577849,1,24,employed,married,Yes,0,3,1
Iman,Kashi,430,366099.55,923791,4,22,employed,married,Yes,0,0,1
Khadija,Ghomari,778,653915.87,433123,0,56,unemployed,single,Yes,0,5,1
Farida,Sekkal,718,1676427.32,367159,3,29,employed,married,No,0,1,0
Malika,Keblouti,537,428261.86,423526,0,55,student,single,No,0,6,1
Lamine,Rahim,546,812978.74,562630,9,57,employed,married,No,4,1,0
Khaled,Meziani,474,665107.38,677240,3,23,employed,married,Yes,0,0,1
Leila,Tounsi,747,1802611.43,615698,0,30,unemployed,single,No,0,3,1
Amir,Sebti,505,700198.69,877809,0,34,unemployed,divorced,Yes,2,1,1
Aisha,Khalfi,520,345944.38,184187,3,63,employed,divorced,No,0,4,1
Yasmin,Haffaf,687,787365.96,543530,0,45,student,single,Yes,0,3,1
Ali,Didouche,770,1008056.28,427871,3,47,self-employed,married,Yes,1,0,0
Salima,Haouas,639,954318.9,890476,4,39,employed,single,Yes,0,4,0
Farida,Mazouni,817,1448380.67,95257,6,27,employed,married,Yes,0,0,0
Said,Rabah,378,944306.21,258362,1,47,employed,single,No,0,5,1
Ahmed,Dali,581,558047.79,304470,3,65,self-employed,married,No,5,4,0
Rachid,Yacine,691,585834.83,628758,6,46,employed,single,Yes,0,3,1
Ahmed,Kafi,787,1592794.82,311959,0,71,unemployed,married,No,2,7,0
Iman,Mandaci,762,1527597.98,403005,13,45,employed,married,Yes,0,1,0
Nadia,Guettouche,786,1840765.93,106557,22,65,employed,married,Yes,4,6,0
Fatima,Mahrez,436,520730.59,178304,7,51,employed,single,No,0,3,1
Nadia,Sami,466,917306.33,599565,0,44,unemployed,divorced,No,0,0,1
Mustafa,Barakat,576,1033602.47,909003,7,37,employed,single,Yes,0,3,1
Bilal,Aribi,774,1262537.88,476385,16,41,self-employed,married,No,5,5,0
Ahmed,Mouloudi,673,689306.84,436764,9,62,employed,divorced,No,3,4,1
Khaled,Mouloud,752,1412463.42,380071,13,36,self-employed,single,Yes,0,0,0
Khaled,Senhadji,570,940901,750083,0,22,self-employed,divorced,Yes,0,1,1
Amina,Fares,499,758116.26,509246,5,63,self-employed,married,No,2,4,0
Leila,Djelloul,769,676610.1,186575,3,21,self-employed,single,No,0,2,0
Amir,Belkacem,783,1013771.35,276471,5,33,self-employed,single,Yes,0,2,0
Bilal,Meksen,695,320096.06,940715,8,26,self-employed,married,No,0,0,1
Bilal,Chaker,825,735007.04,415703,7,27,employed,single,No,0,0,0
Said,Souag,300,663432.72,205920,2,56,employed,married,Yes,3,3,1
Youssef,El Amine,719,1131036.68,136464,14,34,employed,married,Yes,1,2,0
Djamila,Boumaza,605,276106.68,639647,0,24,unemployed,divorced,Yes,0,1,1
Leila,Zaalani,727,1555381.26,380243,10,28,employed,single,Yes,0,2,0
Samira,Makoudi,606,826789.81,562980,8,41,self-employed,single,Yes,0,3,1
Ahmed,Mouloudi,683,711584.39,439424,9,62,employed,divorced,No,3,5,1
Ali,Harrouche,713,1506007.11,402489,0,49,unemployed,married,No,2,5,0
Salima,Ferhat,349,599862.21,727084,5,32,employed,married,No,2,3,1
Yasmin,Imad,310,770727.84,200485,2,21,employed,married,Yes,0,0,1
Farida,Mazouni,745,1574021.91,103879,6,27,employed,married,No,1,1,0
Karim,Messaoud,738,971308.54,480836,16,49,employed,divorced,Yes,0,3,0
Djamila,Layadi,712,807945.67,280297,5,52,self-employed,single,No,0,4,0
Samira,Makoudi,584,800560.65,575633,8,39,self-employed,single,Yes,0,1,1
Leila,Makhlouf,532,975992.04,416540,3,60,employed,single,Yes,0,4,1
Ahmed,Haddad,751,693514.64,414011,12,52,self-employed,married,No,5,5,0
Omar,Chouiter,772,760246.07,634357,24,61,employed,single,Yes,0,4,0
Amir,Sayad,800,1809690.34,158422,7,45,employed,married,Yes,3,3,0
Sofiane,Kaddour,739,848958.76,443750,7,25,employed,single,No,0,2,1
Khaled,Sadi,839,1833944.53,192367,16,60,employed,married,Yes,3,3,0
Samira,Amirouche,511,266730.19,507283,3,46,self-employed,single,No,0,4,1
Khadija,Karam,674,793782.34,644724,5,36,employed,divorced,No,1,1,1
Nadia,Sami,464,895584.03,555867,0,46,unemployed,divorced,No,1,2,1
Sara,Ould,425,711613.89,799310,6,27,self-employed,single,Yes,0,0,1
Amina,Bouzid,801,1042341.18,376328,15,55,employed,married,Yes,0,4,0
Iman,Jebali,624,836727.16,139429,8,62,employed,divorced,Yes,0,4,1
Aisha,Seridi,543,427864.97,438989,7,64,employed,married,No,1,3,1
Ali,Mellouli,652,975212.38,545033,5,66,self-employed,divorced,No,5,10,0
Sofiane,Zerrouki,850,1137799.69,592441,9,49,employed,single,Yes,0,6,0
Khaled,Reguigui,732,1866597.08,185191,17,56,employed,married,Yes,2,2,0
Iman,Ghoul,719,1386941.22,376487,5,23,employed,divorced,No,0,0,0
Khaled,Lallam,666,384182.57,435307,3,61,employed,married,Yes,3,2,0
Djamila,Boumediene,643,1314345,404630,8,26,employed,married,Yes,0,1,0
Sofiane,Dahdouh,662,1911944.15,366117,0,43,student,single,Yes,0,1,0
Nadia,Farhi,704,1022082.26,247445,0,28,unemployed,married,No,1,2,1
Zohra,Djabiri,732,889092.52,403971,6,46,employed,single,Yes,0,1,0
Sara,Guesmi,830,1152844.09,470625,0,40,unemployed,single,No,0,3,0
Fatima,Khalfaoui,534,322979.07,770222,0,59,unemployed,married,No,1,5,1
Djamila,Bouteflika,695,1609948.87,125071,3,46,employed,single,Yes,0,3,1
Omar,Tahiri,706,1490260.44,570551,10,28,self-employed,married,Yes,0,2,1
Youssef,Tabti,725,544604.17,870771,0,44,employed,married,No,1,5,1
Leila,Sifi,710,462369.13,213416,0,37,unemployed,divorced,No,4,2,0
Ahmed,Meddour,716,747606.14,750285,0,57,unemployed,married,Yes,2,3,1
Samira,Makoudi,601,777342.77,600685,8,39,self-employed,single,No,0,2,1
Rachid,Rahal,650,1198847.27,384963,13,31,employed,married,Yes,0,0,1
Sofiane,Mokhtar,807,1816012.4,508038,21,46,employed,divorced,Yes,5,2,0
Omar,Tahiri,758,1489903.68,573779,10,28,self-employed,married,No,0,1,1
Farida,Nemdil,758,1290429.98,365410,11,29,employed,single,No,0,1,1
Iman,Selmani,678,681468.84,668199,1,65,self-employed,married,No,3,6,0
Sara,Abbas,728,1234554.72,134719,15,33,employed,married,Yes,0,2,0
Iman,Rachedi,830,866145.57,86204,29,63,self-employed,single,Yes,0,4,0
Salima,Maachi,699,1076801.99,489121,0,37,student,married,No,2,5,0
Sara,Azzam,740,1360339.6,223873,11,55,self-employed,single,No,0,7,0
Sara,Oudjani,702,1014588.24,621211,2,28,employed,married,Yes,1,0,1
Ahmed,Kafi,754,1594683.65,294334,0,72,unemployed,married,No,3,6,0
Salima,Ferhat,360,602345.42,727967,5,32,employed,married,No,3,0,1
Mustafa,Hamouche,352,466525.32,514798,6,60,employed,divorced,No,0,4,1
Iman,Ait Ahmed,643,481419.57,280386,0,48,student,married,No,1,0,0
Sofiane,Benali,680,1072021.9,408897,0,35,unemployed,single,Yes,0,1,1
Ali,Harrouche,736,1455245.86,421638,0,49,unemployed,married,Yes,2,4,0
Leila,Sifi,711,480046.96,222373,0,36,unemployed,divorced,Yes,2,1,0
Karim,Maroc,778,1446585.95,590693,5,44,employed,married,No,5,2,0
Djamila,Kassa,452,308817.17,330009,6,27,employed,single,Yes,0,1,1
Bilal,Daoud,673,422626.09,563991,3,69,employed,single,Yes,0,6,0
Bilal,Ziani,688,806824.25,312226,0,57,student,married,Yes,1,5,0
Mohamed,Fettis,831,948104.8,451685,0,43,unemployed,married,Yes,4,2,0
Yasmin,Hassani,440,460606.37,787734,8,55,employed,married,No,5,2,1
Farida,Khennous,844,1216335.42,404566,12,30,employed,divorced,Yes,2,4,0
Yasmin,Hallal,374,609563.08,924923,0,36,student,married,Yes,0,2,1
Samira,Zaki,774,1249375.22,330644,13,56,employed,married,No,3,3,0
Sara,Ould,440,730051.01,815577,6,29,self-employed,single,Yes,0,0,1
Ahmed,Hadjeres,724,1941197.29,310266,2,43,self-employed,married,Yes,1,0,0
Mohamed,Derradji,384,355852.26,697631,6,58,self-employed,single,No,0,5,1
Youssef,Semmar,760,1911248.11,194269,11,57,employed,married,Yes,3,4,0
Youssef,Bentoumi,850,1093642.45,293303,0,40,student,married,Yes,3,0,0
Zohra,Bencherif,769,776551.31,525725,9,39,self-employed,married,No,0,0,0
Rachid,Kaci,800,1926487.11,258742,9,49,employed,married,Yes,1,5,0
Bilal,Nasri,634,371273.07,639849,3,41,employed,married,No,2,1,1
Karim,Taibi,427,918174.88,175091,6,39,employed,married,Yes,1,2,0
Fatima,Sidhoum,754,1467818.85,578074,23,71,employed,married,Yes,0,5,0
Mohamed,Khoualed,313,364079.77,240445,2,68,employed,single,No,0,2,1
Farida,Mida,813,1330933.05,349999,17,35,employed,single,Yes,0,2,0
Farida,Khennous,790,1243071.4,409661,11,29,employed,divorced,No,0,1,0
Ahmed,Demir,690,1185681.37,213207,16,54,employed,married,Yes,0,3,0
Bilal,Nasri,645,374433.26,666224,3,43,employed,married,No,1,3,1
Said,Chekkal,733,885300.72,199232,0,43,unemployed,single,Yes,0,1,1
Salima,Ounas,772,1159719.02,206093,3,21,self-employed,married,Yes,0,0,0
Sara,Ould,449,750194.27,845195,6,28,self-employed,single,Yes,0,0,1
Malika,Baghdadi,809,636160.17,422033,5,38,self-employed,married,No,1,3,0
Youssef,Rabhi,619,314862.07,886931,0,50,student,married,No,2,1,1
Rachid,Sari,608,788417.54,353374,4,51,employed,married,No,0,3,1
Khaled,Zaabat,516,334497.25,772828,3,28,employed,divorced,Yes,1,1,1
Mohamed,Fellag,794,1289090.16,461477,6,63,self-employed,married,No,5,4,0
Amir,Djillali,668,1287217.9,537583,6,24,self-employed,married,Yes,0,1,0
Amir,Lounis,440,768715.71,935925,5,71,employed,single,No,0,6,1
Nadia,Badani,668,743976.77,99273,24,42,employed,married,Yes,3,0,0
Iman,Mandaci,749,1454184.95,406742,13,47,employed,married,Yes,0,4,0
Mohamed,Zidane,661,962104.83,488337,8,42,self-employed,single,Yes,0,2,0
Aisha,Nouri,377,703876.57,764804,9,58,employed,single,No,0,2,1
Samira,Rizki,651,1688033.8,235402,4,23,employed,married,Yes,0,0,0
Ahmed,Kafi,762,1566404.04,293299,0,66,unemployed,married,Yes,0,5,0
Zohra,Aouad,566,774861.5,655380,0,51,student,single,No,0,3,1
Omar,Salim,543,355875.84,164531,3,69,self-employed,single,No,0,3,1
Nadia,Ighil,687,1820929.81,213486,23,48,employed,married,Yes,1,3,0
Yasmin,Imad,310,733898.73,211712,2,22,employed,married,Yes,0,0,1
Mohamed,Yebda,663,1197855.52,104732,14,56,self-employed,married,Yes,2,5,0
Yasmin,Mokrani,334,815899.04,747397,9,35,employed,divorced,No,0,4,1
Zohra,Aouad,605,839133.98,673254,0,48,student,single,Yes,0,4,1
Khaled,Driss,721,1197490.2,622885,0,47,unemployed,married,Yes,2,2,0
Mustafa,Lachachi,751,891358.76,261483,21,40,self-employed,single,No,0,1,0
Mohamed,Khelifi,792,1694327.9,237940,19,65,employed,married,No,3,1,0
Amir,Naciri,817,656822.3,395240,0,49,unemployed,married,Yes,3,5,1
Nadia,Remili,718,1298325.89,609222,0,26,student,married,Yes,2,0,1
Samira,Zaki,781,1239423.14,339924,13,55,employed,married,No,3,6,0
Djamila,Lafri,850,912584.59,433618,12,30,employed,single,Yes,0,1,0
Aisha,Boumendjel,756,879753.37,546199,0,32,unemployed,divorced,Yes,1,2,0
Said,Lazreg,500,607289.47,205870,0,22,unemployed,married,Yes,0,0,1
Mohamed,Yebda,718,1128198.15,114892,13,55,self-employed,married,No,1,5,0
Djamila,Hamzaoui,793,979454.73,80812,4,31,employed,single,No,0,3,0
Iman,Tebboune,553,747925.15,727208,0,23,unemployed,single,Yes,0,0,1
Yasmin,Fergani,675,1809645.48,178503,17,35,employed,single,Yes,0,4,0
Karim,Kebir,748,1511677.21,316613,0,32,student,single,Yes,0,0,1
Sofiane,Benali,651,1046154.57,406908,0,36,unemployed,single,No,0,2,1
Bilal,Meksen,640,316995.02,931576,8,28,self-employed,married,Yes,3,2,1
Mohamed,Tahraoui,723,1329357.35,324634,14,53,self-employed,married,Yes,2,2,0
Iman,Ait Ahmed,604,444489.37,283103,0,51,student,married,No,1,5,0
Nadia,Kahlouche,507,450114.29,414039,0,52,student,married,Yes,2,4,1
Sara,Naoufel,430,470228.17,554919,0,61,student,married,No,1,6,1
Amir,Hakem,846,1633535.84,385863,6,31,employed,divorced,Yes,1,1,0
Said,Souag,300,646965.93,220066,2,54,employed,married,Yes,3,4,1
Lamine,Messili,763,1435432.66,517031,9,47,employed,single,Yes,0,3,1
Said,Lazreg,518,610859.44,206543,0,22,unemployed,married,No,0,0,1
Amir,Sebti,488,674172.13,893587,0,36,unemployed,divorced,No,0,0,1
Nadia,Ighil,704,1868553.87,208955,25,51,employed,married,Yes,2,4,0
Sara,Zemmouri,646,1016712.6,712504,0,68,unemployed,married,Yes,0,3,1
Zohra,Djabiri,742,844483.67,418679,6,43,employed,single,No,0,4,0
Said,Allam,466,489094.82,521564,5,54,employed,single,Yes,0,1,0
Zohra,Aouameur,548,373986.1,661727,5,28,employed,married,Yes,0,3,1
Djamila,Boumediene,626,1335117.49,438132,9,27,employed,married,No,0,1,0
Amina,Ayad,771,1181143,229769,0,58,student,single,Yes,0,7,0
Ahmed,Haddad,763,688445.52,429510,11,54,self-employed,married,Yes,3,3,0
Salima,Ferhat,344,594085.16,709357,5,32,employed,married,Yes,0,1,1
Sara,Guesmi,850,1140731.47,441397,0,43,unemployed,single,Yes,0,2,0
Amina,Hachi,693,749367.54,444853,7,27,self-employed,single,Yes,0,1,0
Rachid,Daoudi,733,1242029.08,568554,7,73,employed,married,Yes,1,7,0
Zohra,Aouad,586,812276.61,674667,0,50,student,single,Yes,0,2,1
Bilal,Bettahar,740,1407262.1,516672,16,37,employed,married,No,3,1,1
Samira,Amirouche,522,278524.06,524182,3,47,self-employed,single,No,0,4,1
Amir,Lounis,440,750062.83,900030,5,68,employed,single,Yes,0,5,1
Amina,Riahi,666,888898.07,267977,1,62,employed,married,Yes,5,6,0
Farida,Khadda,449,852222.42,579132,0,59,unemployed,married,Yes,2,3,1
Sofiane,Jaber,686,749357.27,600530,20,52,self-employed,married,No,3,3,1
Nadia,Khemisti,502,296005.79,396658,0,65,self-employed,divorced,Yes,0,5,1
Mohamed,Tahraoui,741,1416882.12,334891,14,55,self-employed,married,Yes,2,5,0
Said,Zarour,796,1591836.53,644758,0,48,unemployed,single,Yes,0,2,0
Mehdi,Haliche,503,738513.09,847050,0,71,student,married,No,2,11,1
Nadia,Badani,688,700530.24,95089,26,44,employed,married,Yes,5,1,0
Aisha,Khalfi,503,340130.53,199000,3,61,employed,divorced,Yes,1,1,1
Khadija,Hakimi,355,588074.33,132315,0,67,unemployed,married,No,0,4,1
Malika,Attaf,597,680152.37,786055,0,51,unemployed,single,No,0,1,0
Mohamed,Nassif,512,395944.66,601478,0,56,unemployed,divorced,Yes,1,6,1
Ahmed,Mouloudi,663,685120.37,454702,9,68,employed,divorced,No,0,3,1
Rachid,Amrouche,627,742211.08,217437,20,73,employed,married,No,0,5,0
Omar,Salim,547,345414.56,152326,3,69,self-employed,single,No,0,10,1
Amina,Fares,485,795082.43,497481,5,63,self-employed,married,No,2,2,0
Ahmed,Tekfa,674,651254.12,435206,0,65,unemployed,married,Yes,1,3,0
Amir,Redouane,656,453693.23,505223,6,35,employed,single,Yes,0,1,1
Sara,Samir,368,845986.56,201847,4,67,employed,married,Yes,0,7,1
Samira,Amirouche,547,268559.72,553161,3,45,self-employed,single,No,0,2,1
Amir,Djillali,690,1233275.04,542648,4,22,self-employed,married,Yes,0,0,0
Sara,Abbas,726,1274294.06,130655,14,32,employed,married,Yes,2,0,0
Zohra,Haddou,786,1167788.26,594875,8,64,employed,married,Yes,3,3,0
Mehdi,Haliche,525,722758.12,884307,0,69,student,married,No,4,1,1
Sara,Rihane,605,374572.85,467580,0,59,self-employed,married,No,5,6,1
Karim,Saidi,536,435275.33,889878,0,40,unemployed,single,No,0,3,1
Samira,Meklat,739,1625799.62,621697,0,40,unemployed,single,Yes,0,3,1
Salima,Mihoubi,677,631955.6,878189,4,22,employed,single,Yes,0,0,1
Farida,Amer,517,383003.5,789781,9,60,employed,divorced,Yes,1,3,1
Leila,Tounsi,719,1798670.08,658055,0,31,unemployed,single,No,0,1,1
Zohra,Merabet,491,765081.4,238503,6,29,employed,married,Yes,1,1,0
Khaled,Zaabat,489,335038.71,775082,3,27,employed,divorced,No,0,3,1
Nadia,Sami,463,856152.14,559505,0,43,unemployed,divorced,Yes,2,0,1
Bilal,Chaker,840,731066.2,414663,7,29,employed,single,No,0,0,0
Omar,Sadji,835,1790281.58,106183,8,58,self-employed,single,Yes,0,5,0
Youssef,Semmar,739,1867929.34,188714,11,61,employed,married,Yes,4,4,0
Aisha,Boumendjel,742,913359.45,546062,0,31,unemployed,divorced,Yes,1,2,0
Djamila,Boumaza,585,279850.7,640494,0,23,unemployed,divorced,Yes,0,0,1
Sofiane,Mokhtar,779,1798774.09,555216,21,48,employed,divorced,Yes,1,3,0
Farida,Amer,498,404516.87,839287,9,66,employed,divorced,No,0,4,1
Iman,Malek,718,858151.95,301047,25,56,employed,single,No,0,3,0
Mustafa,Cherki,422,963280.26,647160,0,29,unemployed,divorced,No,0,1,1
Sofiane,Benali,645,1077976.57,385555,0,37,unemployed,single,No,0,2,1
Yasmin,Hallal,384,584505.44,934727,0,36,student,married,No,5,1,1
Amina,Bahloul,629,804369.17,479120,0,46,student,single,Yes,0,1,1
Said,Ghaouti,712,1106591.45,492352,14,38,self-employed,single,No,0,0,0
Amina,Sebbar,787,1933824.77,365330,11,48,employed,married,Yes,2,2,0
Mohamed,Lekhal,606,960755.61,374665,2,63,employed,married,Yes,0,7,1
Fatima,Taleb,605,777244.69,272820,9,36,employed,married,No,2,2,0
Lamine,Keffi,752,1183960.51,548108,14,38,employed,married,Yes,3,0,0
Said,Badache,756,1182413.64,401631,0,25,student,married,Yes,1,0,1
Bilal,Khelladi,328,725531.02,686700,0,45,student,single,No,0,3,1
Iman,Tebboune,592,721785.31,738207,0,23,unemployed,single,Yes,0,2,1
Youssef,Rabhi,597,333508.78,849332,0,49,student,married,No,4,1,1
Sara,Boussaha,837,1518189.19,606063,5,68,self-employed,married,Yes,3,7,0
Mohamed,Lekhal,606,929742.82,402977,2,67,employed,married,Yes,2,6,1
Malika,Attaf,603,713543.99,764224,0,50,unemployed,single,Yes,0,0,0
Fatima,Debbah,660,263848.75,376097,0,46,unemployed,married,No,1,2,1
Nadia,Mahdi,692,807343.71,195474,7,25,self-employed,married,No,0,0,0
Amina,Bouzid,825,1030656.69,372122,14,55,employed,married,Yes,0,3,0
Rachid,Kaci,754,1804646.92,259733,9,48,employed,married,Yes,2,3,0
Leila,Sifi,695,470635.03,215875,0,36,unemployed,divorced,No,2,4,0
Karim,Chetouane,784,1177670.64,333528,0,43,student,married,No,1,2,0
Farida,Nemdil,830,1256048.64,343059,10,28,employed,single,No,0,1,0
Amina,Riahi,636,971681.96,261717,1,62,employed,married,No,5,6,0
Lamine,Chouaki,381,312500.19,396297,7,25,employed,married,Yes,2,1,1
Yasmin,Allal,734,1724286.74,422541,3,46,employed,married,Yes,2,5,0
Leila,Soudani,787,1110891.79,334755,13,42,employed,divorced,Yes,4,2,0
Rachid,Bouhired,781,1114854.86,618773,0,47,unemployed,single,Yes,0,2,0
Iman,Gana,595,986297.33,391770,9,41,employed,single,Yes,0,1,0
Rachid,Kader,654,979842.88,513627,5,64,employed,single,Yes,0,7,0
Sara,Arabi,652,967523.08,439295,2,47,employed,divorced,No,3,2,0
Said,Kherroubi,458,821213.26,597871,0,22,student,single,Yes,0,0,1
Nadia,Kahlouche,511,416951.98,443799,0,51,student,married,No,4,2,1
Salima,Khader,437,297421.91,600463,1,27,self-employed,married,Yes,3,0,1
Youssef,El Amine,688,1153186.26,141085,15,34,employed,married,Yes,0,2,0
Khaled,Idir,794,1383123.1,605417,15,50,employed,single,No,0,4,0
Sofiane,Chaib,783,1270247.44,203018,0,43,student,married,Yes,5,2,0
Fatima,Benmansour,826,728648.19,505953,0,47,unemployed,married,No,2,3,0
Leila,Boughanem,353,582340.72,928241,2,24,employed,single,No,0,1,1
Malika,Keblouti,563,420380.06,434699,0,53,student,single,Yes,0,7,1
Nadia,Farhi,715,1090003.05,265531,0,28,unemployed,married,No,0,2,1
Mohamed,Lasfar,554,349700.37,832576,0,57,student,married,No,1,7,1
Zohra,Mahroug,737,983864.14,384028,15,51,employed,married,No,1,5,0
Mohamed,Fettis,775,967622.47,446521,0,46,unemployed,married,Yes,3,2,0
Said,Kherroubi,462,790637.21,568865,0,22,student,single,No,0,1,1
Farida,Lamouri,712,918672.32,585885,11,59,employed,married,Yes,2,4,1
Aisha,Khaldoun,636,1471649.91,280774,0,30,unemployed,single,Yes,0,0,1
Malika,Baghdadi,802,621468.76,434688,5,35,self-employed,married,No,2,3,0
Yasmin,Haffaf,646,752291.65,561128,0,47,student,single,Yes,0,2,1
Sofiane,Benali,662,1070317.73,389010,0,35,unemployed,single,No,0,2,1
Sara,Guesmi,805,1248773.34,472067,0,43,unemployed,single,Yes,0,2,0
Ahmed,Chikhi,511,808283.36,689564,3,69,self-employed,married,Yes,4,6,1
Youssef,Mimouni,833,825871.17,371074,0,34,student,married,No,2,2,0
Yasmin,Lakhdar,341,383675.84,436279,3,53,employed,married,No,2,2,1
Karim,Taibi,433,862425.28,165355,6,40,employed,married,No,5,0,0
Iman,Moussaoui,442,804347.23,662996,0,52,student,married,No,1,5,1
Mustafa,Cherki,422,922442.36,658845,0,28,unemployed,divorced,No,0,0,1
Sofiane,Tazi,688,987939.87,505470,0,52,unemployed,married,No,4,4,1
Iman,Sahraoui,659,1434345.13,111448,4,58,self-employed,single,No,0,3,0
Yasmin,Fergani,708,1936102.66,175384,17,36,employed,single,Yes,0,2,0
Sara,Guesmi,794,1246194.01,430431,0,42,unemployed,single,Yes,0,3,0
Iman,Malek,682,812255.15,323875,26,55,employed,single,Yes,0,2,0
Said,Ouali,687,1911113.83,286248,14,48,self-employed,married,No,4,4,0
Aisha,Leghlimi,427,679775.31,257562,0,32,unemployed,divorced,No,1,5,1
Ahmed,Mouloudi,683,709538.51,422882,9,63,employed,divorced,Yes,2,5,1
Mohamed,Khoualed,300,342477.05,256355,2,64,employed,single,No,0,2,1
Zohra,Salmi,669,944565.94,610214,8,46,employed,married,No,5,1,1
Iman,Sabri,426,622411.24,940035,5,46,self-employed,married,Yes,0,4,1
Said,Allam,457,505007.17,480867,5,58,employed,single,No,0,3,0
Salima,Benziane,660,950879.77,238661,0,52,student,married,No,3,0,1
Amina,Bahloul,637,767022.46,461389,0,48,student,single,Yes,0,2,1
Djamila,Lafri,822,957782.31,436183,11,29,employed,single,No,0,0,0
Djamila,Laouar,671,737148.63,654729,0,31,student,divorced,Yes,0,4,1
Omar,Amazigh,523,781966.71,131346,8,51,employed,married,No,1,4,0
Said,Lalaoui,660,494460.37,556539,3,59,employed,married,No,1,4,1
Aisha,Boumendjel,716,915614.23,549767,0,33,unemployed,divorced,No,2,3,0
Djamila,Sebaa,470,493871.63,990853,0,43,unemployed,divorced,No,1,2,1
Amina,Hachi,724,754217.22,414648,7,28,self-employed,single,No,0,2,0
Ali,LouCIF,654,866658.17,609839,9,38,self-employed,married,No,5,0,0
Djamila,Boumaza,580,272494.22,688137,0,23,unemployed,divorced,No,0,0,1
Karim,Mecheri,684,832102.19,266219,0,68,student,married,No,5,5,1
Sofiane,Kaddour,730,865457.13,437745,7,25,employed,single,Yes,0,0,1
Nadia,Kahlouche,499,447155.65,450529,0,51,student,married,No,4,3,1
Leila,Menasria,532,430106.27,399390,6,31,self-employed,married,Yes,0,1,1
Fatima,Benmansour,763,682590.78,495791,0,45,unemployed,married,Yes,0,3,0
Nadia,Farhi,713,1074347.98,261004,0,28,unemployed,married,Yes,2,2,1
Youssef,Gouasmia,523,617868.78,216520,2,23,self-employed,married,No,0,0,0
Khaled,Idir,807,1357001.43,575413,15,48,employed,single,Yes,0,2,0
Aisha,Mendil,691,683790.31,396423,27,48,self-employed,married,No,0,3,1
Rachid,Soltani,476,805537.01,799599,9,54,employed,single,Yes,0,4,1
Ahmed,Hadjeres,705,1901605.3,308440,2,39,self-employed,married,Yes,3,2,0
Zohra,Zahi,600,330859.73,303068,6,24,self-employed,married,No,0,1,0
Aisha,Leghlimi,443,680336.1,262001,0,32,unemployed,divorced,No,2,1,1
Rachid,Khedairia,324,884726.34,190211,3,39,employed,married,Yes,4,3,1
Ahmed,Dali,554,597528.53,286465,3,63,self-employed,married,No,3,6,0
Nadia,Mahdi,674,813017.33,191714,6,24,self-employed,married,No,0,2,0
Sofiane,Mokhtar,828,1813193.46,541043,20,46,employed,divorced,Yes,2,2,0
Malika,Merbah,789,771218.47,196912,19,52,employed,single,Yes,0,1,0
Djamila,Boumaza,573,291083.12,670502,0,23,unemployed,divorced,Yes,0,1,1
Yasmin,Hallal,356,600233.32,919590,0,37,student,married,No,2,0,1
Aisha,Boumendjel,708,915438.57,555483,0,31,unemployed,divorced,Yes,0,0,0
Rachid,Yacine,689,586942.75,687631,6,43,employed,single,No,0,5,1
Bilal,Meksen,644,308566.4,970564,8,28,self-employed,married,No,0,0,1
Omar,Tahiri,708,1628541.22,591776,10,28,self-employed,married,No,2,0,1
Said,Chekkal,672,839052.32,200324,0,44,unemployed,single,No,0,1,1
Ali,Safir,333,848982.69,244427,1,45,employed,married,No,0,4,1
Nadia,Messaoudi,595,689957.76,523371,7,50,employed,married,Yes,5,3,0
Mohamed,Kandil,739,1374270.59,123072,16,34,employed,single,No,0,2,0
Bilal,Meksen,664,318614.95,911381,8,28,self-employed,married,No,0,1,1
Fatima,Debbah,643,269847.48,377896,0,47,unemployed,married,No,0,1,1
Khaled,Baraka,347,528180.25,566766,8,31,employed,married,No,1,0,1
Fatima,Mahrez,429,557145.16,181574,7,49,employed,single,No,0,5,1
Nadia,Agha,731,1765652.71,155750,18,67,self-employed,married,No,3,6,0
Sara,Kasdi,647,412150.06,884793,7,42,employed,single,No,0,2,1
Nadia,Agha,681,1912046.32,147922,20,62,self-employed,married,Yes,0,3,0
Mohamed,Zidane,667,903602.88,486937,8,41,self-employed,single,Yes,0,4,0
Amir,Meriem,707,1496126.58,453347,13,38,employed,married,No,1,4,0
Khadija,Khalil,371,587918.24,905009,2,38,employed,single,Yes,0,1,1
Yasmin,Kermali,354,570550.38,235557,6,38,employed,single,Yes,0,3,1
Sara,Rihane,634,380944.31,446620,0,60,self-employed,married,No,4,2,1
Salima,Khader,413,283829.71,596753,1,25,self-employed,married,Yes,3,0,1
Farida,Reda,499,286025.18,485413,0,44,employed,single,Yes,0,5,0
Yasmin,Hallal,388,561650.41,992551,0,37,student,married,Yes,5,1,1
Lamine,Merad,756,849726.39,476683,5,55,employed,married,Yes,1,6,1
