first_name,last_name,credit_score,annual_income,loan_amount,employment_duration,Age,EmploymentStatus,MaritalStatus,Vehicle_Ownership,Children_Count,Previous_Loan_Count,default
Mohamed,Lekhal,626.0,890021.12,371333.0,2.0,64.0,employed,married,Yes,4.0,5.0,1
Leila,Makhlouf,509.0,1047043.63,418209.0,3.0,59.0,employed,single,Yes,0.0,2.0,1
Lamine,Merad,713.0,831481.09,490817.0,5.0,56.0,employed,married,Yes,0.0,5.0,1
Salima,Ounas,850.0,1257444.25,196964.0,4.0,22.0,self-employed,married,Yes,0.0,1.0,0
,Idir,776.0,1388127.95,590061.0,16.0,46.0,employed,single,Yes,0.0,1.0,0
Mohamed,Tahraoui,767.0,1330062.96,321736.0,15.0,57.0,self-employed,married,Yes,1.0,0.0,0
Farida,Reda,497.0,299966.61,498549.0,0.0,43.0,employed,single,No,0.0,3.0,0
Ali,Safir,318.0,828941.56,,1.0,45.0,employed,married,Yes,1.0,3.0,1
Bilal,Meksen,643.0,317909.02,942554.0,8.0,27.0,self-employed,married,No,2.0,2.0,1
Farida,Nemdil,806.0,1231567.14,364410.0,10.0,30.0,employed,single,No,0.0,4.0,0
Malika,,768.0,806873.98,189058.0,,50.0,employed,single,,,4.0,0
Sofiane,Charef,349.0,282974.8,242546.0,0.0,46.0,student,single,No,0.0,1.0,1
Said,Souag,309.0,636348.11,213540.0,2.0,52.0,employed,married,No,4.0,4.0,1
Fatima,Sahli,656.0,907584.92,321966.0,13.0,44.0,self-employed,divorced,No,,2.0,0
Youssef,Ameur,668.0,,374065.0,4.0,33.0,employed,single,Yes,,1.0,0
Mehdi,Amrani,308.0,945850.69,231313.0,7.0,61.0,employed,single,No,0.0,3.0,1
Rachid,,659.0,758511.5,199527.0,20.0,67.0,employed,married,No,5.0,2.0,0
Leila,Benkhedda,402.0,601384.25,190309.0,0.0,62.0,unemployed,married,Yes,3.0,6.0,1
Sara,Kasdi,651.0,422131.29,854532.0,7.0,45.0,employed,single,No,0.0,5.0,1
Salima,Henni,412.0,981283.41,954599.0,3.0,42.0,self-employed,married,No,0.0,3.0,1
Djamila,Bouteflika,650.0,1616462.95,121642.0,3.0,46.0,employed,single,Yes,0.0,5.0,1
Farida,Chabbi,390.0,379634.12,133302.0,0.0,34.0,student,divorced,Yes,,0.0,1
Mustafa,Bachir,536.0,565891.21,186635.0,0.0,60.0,unemployed,,,,6.0,1
Youssef,Yousfi,425.0,523956.44,640615.0,8.0,58.0,self-employed,single,Yes,0.0,6.0,1
Sofiane,Mokhtar,825.0,1849117.76,539211.0,19.0,46.0,employed,divorced,Yes,0.0,3.0,0
Farida,Rahmani,683.0,832440.85,66788.0,13.0,40.0,employed,married,Yes,3.0,2.0,0
Khaled,Driss,768.0,1186210.64,616879.0,0.0,46.0,unemployed,married,Yes,4.0,0.0,0
Aisha,Zoubida,766.0,909515.97,86577.0,16.0,34.0,self-employed,married,Yes,0.0,1.0,0
Zohra,Zahi,594.0,337680.68,,6.0,24.0,self-employed,,Yes,0.0,0.0,0
Youssef,Tabti,701.0,545008.96,898810.0,0.0,43.0,employed,married,No,5.0,2.0,1
Karim,Chetouane,752.0,1211470.68,337636.0,0.0,43.0,student,married,Yes,1.0,,0
Rachid,Amrouche,637.0,,203584.0,20.0,69.0,employed,married,Yes,2.0,6.0,0
Leila,Remache,624.0,611055.95,793220.0,9.0,52.0,employed,married,No,1.0,2.0,1
Yasmin,Fergani,688.0,,177438.0,17.0,35.0,employed,single,Yes,0.0,2.0,0
Aisha,Nouri,395.0,699888.3,722410.0,9.0,56.0,employed,single,No,0.0,8.0,1
Malika,Larbi,475.0,437469.0,575158.0,0.0,70.0,student,married,Yes,3.0,5.0,1
Samira,Haroun,692.0,1461471.82,416374.0,0.0,49.0,student,single,Yes,0.0,,0
Mohamed,Kandil,752.0,1311804.23,123509.0,,32.0,employed,,Yes,0.0,2.0,0
Iman,Rafik,549.0,718320.29,274538.0,1.0,48.0,employed,married,Yes,5.0,5.0,1
Mehdi,Haliche,519.0,669081.36,844567.0,0.0,66.0,student,married,Yes,2.0,2.0,1
Farida,Sekkal,651.0,1657219.48,,3.0,28.0,employed,married,Yes,0.0,2.0,0
Sara,Chebout,654.0,,754437.0,6.0,30.0,employed,,Yes,1.0,0.0,1
Aisha,Hammani,679.0,1177442.49,530560.0,9.0,,self-employed,single,Yes,0.0,,1
Iman,Fassi,633.0,571070.81,348682.0,0.0,40.0,unemployed,single,No,0.0,4.0,0
Rachid,Dekkiche,802.0,1313707.6,592312.0,0.0,56.0,unemployed,single,,0.0,4.0,0
Youssef,Tellal,782.0,1388702.33,461517.0,0.0,53.0,student,married,,5.0,2.0,0
Bilal,Daoud,633.0,424108.6,603271.0,3.0,,employed,single,No,0.0,1.0,0
Mustafa,Chenig,692.0,895846.14,469562.0,0.0,26.0,unemployed,divorced,No,3.0,0.0,1
Samira,Hamdani,831.0,1557434.65,178149.0,12.0,30.0,self-employed,divorced,,0.0,1.0,0
Samira,Sadmi,722.0,1161672.88,264757.0,13.0,63.0,employed,single,No,0.0,3.0,1
Leila,Boughanem,366.0,599358.06,907262.0,2.0,25.0,employed,single,No,0.0,1.0,1
Djamila,Sebaa,507.0,505508.31,942536.0,0.0,47.0,unemployed,divorced,Yes,4.0,5.0,1
Mohamed,Hammadi,730.0,1822820.31,396879.0,4.0,22.0,employed,married,,0.0,2.0,0
Ali,,799.0,1004434.5,448467.0,3.0,48.0,self-employed,married,No,0.0,5.0,0
Aisha,Mendil,668.0,662556.39,418610.0,26.0,46.0,self-employed,married,,2.0,3.0,1
Farida,Lamouri,655.0,881856.34,581012.0,11.0,58.0,employed,married,Yes,3.0,3.0,1
Sofiane,Souleymane,662.0,918961.44,427560.0,4.0,42.0,employed,married,No,0.0,1.0,0
Bilal,Ziani,638.0,777910.03,294574.0,0.0,60.0,student,married,No,4.0,3.0,0
Mohamed,Yebda,684.0,,109799.0,,54.0,self-employed,married,Yes,,2.0,0
Nadia,Sellal,623.0,914707.96,328866.0,0.0,54.0,unemployed,single,Yes,0.0,5.0,0
Nadia,Sellal,663.0,900286.76,329250.0,,55.0,unemployed,single,Yes,0.0,3.0,0
Mohamed,Khoualed,325.0,360862.58,256473.0,2.0,68.0,employed,single,No,0.0,3.0,1
Salima,Khader,443.0,301622.8,580367.0,1.0,25.0,self-employed,,No,3.0,0.0,1
Rachid,Amrouche,637.0,,212518.0,19.0,73.0,employed,married,Yes,3.0,7.0,0
Karim,Mezouar,520.0,555683.46,626952.0,3.0,57.0,self-employed,divorced,No,3.0,7.0,1
Said,Ghaouti,681.0,1182232.65,492999.0,14.0,37.0,self-employed,single,No,,4.0,0
Zohra,Cherkaoui,324.0,,548685.0,0.0,69.0,student,single,Yes,0.0,7.0,1
Mohamed,Lasfar,519.0,345255.19,800452.0,,61.0,student,,Yes,2.0,4.0,1
Iman,Jebali,622.0,893617.43,137604.0,8.0,64.0,employed,divorced,No,0.0,0.0,1
Amir,Zafour,800.0,,385338.0,27.0,45.0,employed,married,No,0.0,6.0,0
Samira,Sadmi,753.0,1158421.58,266994.0,14.0,67.0,employed,single,Yes,0.0,5.0,1
Amir,,687.0,1601814.77,443709.0,13.0,39.0,employed,,Yes,2.0,3.0,0
Farida,Chabbi,380.0,386610.96,,0.0,34.0,student,divorced,Yes,2.0,3.0,1
Samira,Rizki,675.0,1633284.22,250287.0,4.0,23.0,employed,married,Yes,0.0,2.0,0
Mohamed,Kandil,748.0,1375998.8,120712.0,14.0,32.0,employed,,Yes,0.0,1.0,0
Sara,Azzam,771.0,1397229.06,216410.0,11.0,57.0,self-employed,single,Yes,0.0,3.0,0
Nadia,Hadjar,389.0,936038.47,711541.0,6.0,24.0,employed,married,,0.0,0.0,1
Sara,Lebkiri,624.0,854028.42,690142.0,1.0,60.0,employed,married,Yes,,4.0,1
Nadia,Farhi,710.0,1008292.66,266528.0,0.0,28.0,unemployed,married,Yes,2.0,0.0,1
Farida,Sekkal,712.0,1623364.56,398119.0,3.0,29.0,employed,married,Yes,1.0,0.0,0
Mustafa,Lachachi,779.0,847475.38,273122.0,22.0,42.0,self-employed,single,Yes,0.0,5.0,0
,Darwish,670.0,,349913.0,9.0,27.0,self-employed,single,Yes,0.0,2.0,1
Mehdi,,520.0,730919.1,853668.0,0.0,67.0,student,married,Yes,2.0,2.0,1
Ahmed,Maza,476.0,604184.46,838273.0,0.0,48.0,unemployed,married,No,4.0,4.0,1
Amina,Ayad,730.0,1144383.9,222325.0,0.0,54.0,student,single,,0.0,,0
Aisha,Jouini,630.0,789530.21,699146.0,3.0,61.0,employed,single,No,0.0,3.0,1
Sofiane,Jaber,695.0,715732.61,564895.0,22.0,55.0,self-employed,married,No,2.0,3.0,1
Iman,Tebboune,590.0,684494.26,774559.0,0.0,23.0,unemployed,single,No,0.0,0.0,1
Iman,Tebboune,571.0,752145.2,720547.0,0.0,25.0,unemployed,single,Yes,0.0,0.0,1
Leila,Hamidi,701.0,,565916.0,0.0,41.0,student,divorced,Yes,,2.0,0
Malika,Mehiaoui,786.0,1220211.52,182206.0,3.0,25.0,employed,divorced,Yes,2.0,0.0,0
Omar,Sadji,778.0,1834980.68,111622.0,8.0,61.0,self-employed,single,Yes,0.0,5.0,0
Karim,Mezouar,516.0,549489.08,625967.0,3.0,58.0,self-employed,divorced,No,0.0,6.0,1
Khaled,Idir,755.0,1439167.64,571916.0,16.0,47.0,employed,single,Yes,0.0,2.0,0
Malika,Baghdadi,815.0,625962.12,425183.0,5.0,36.0,self-employed,married,Yes,0.0,1.0,0
Rachid,Kaidi,725.0,749582.17,206820.0,24.0,54.0,employed,divorced,Yes,1.0,4.0,0
Malika,Djebbour,845.0,1564604.84,412966.0,0.0,43.0,unemployed,married,Yes,2.0,3.0,0
Rachid,Toumi,659.0,954683.11,346675.0,6.0,44.0,self-employed,,No,3.0,4.0,1
Djamila,Lafri,829.0,913369.8,409055.0,12.0,30.0,employed,single,,,,0
Amir,Hakem,810.0,1549178.91,364444.0,6.0,32.0,employed,divorced,No,1.0,2.0,0
Bilal,Ziani,677.0,765889.3,304614.0,0.0,58.0,student,married,No,1.0,6.0,0
Yasmin,Aziz,542.0,,508001.0,2.0,33.0,employed,married,,2.0,0.0,1
Mohamed,Rzig,590.0,409146.8,316764.0,6.0,57.0,employed,married,Yes,,3.0,0
Lamine,Chouaki,396.0,310857.53,392964.0,7.0,25.0,employed,married,Yes,3.0,1.0,1
Samira,Meklat,794.0,1621867.93,608089.0,0.0,43.0,unemployed,single,Yes,0.0,2.0,0
Lamine,,682.0,822862.55,,6.0,43.0,employed,single,Yes,0.0,3.0,0
Sara,Hamdi,789.0,1902453.84,569849.0,0.0,54.0,unemployed,married,Yes,3.0,6.0,0
Nadia,Hadjar,364.0,937455.58,732509.0,6.0,24.0,employed,married,Yes,,1.0,1
Nadia,Farhi,770.0,1058580.15,,0.0,28.0,unemployed,married,Yes,1.0,1.0,1
Aisha,Zoubida,820.0,907379.26,88919.0,14.0,32.0,self-employed,married,No,,1.0,0
Mustafa,Debiche,850.0,1901642.06,124140.0,9.0,63.0,employed,married,Yes,0.0,3.0,0
Sofiane,Mokhtar,817.0,1762644.08,547560.0,21.0,46.0,employed,divorced,,4.0,3.0,0
Lamine,Mahmoud,642.0,599952.22,537373.0,2.0,44.0,self-employed,married,Yes,1.0,2.0,0
Sofiane,Jaber,694.0,773054.78,589866.0,22.0,51.0,self-employed,married,No,4.0,2.0,1
Djamila,Zahra,609.0,,931227.0,0.0,60.0,unemployed,single,Yes,0.0,4.0,1
Nadia,Remili,739.0,1344230.96,616684.0,0.0,26.0,student,married,Yes,1.0,0.0,1
Aisha,Sid,624.0,601510.45,595399.0,1.0,38.0,employed,married,No,3.0,1.0,1
Sofiane,Khabat,665.0,766495.99,830502.0,0.0,62.0,employed,married,No,2.0,6.0,1
,Baraka,337.0,555332.8,538211.0,8.0,31.0,employed,married,No,0.0,,1
Rachid,Bouhired,844.0,1069838.5,574042.0,0.0,49.0,unemployed,single,Yes,0.0,4.0,0
Sara,Chebout,601.0,898758.19,,6.0,28.0,employed,married,Yes,0.0,1.0,1
Farida,Rahmani,704.0,,,14.0,40.0,employed,married,No,1.0,5.0,0
Omar,Chouiter,776.0,769441.01,616996.0,25.0,63.0,employed,single,No,0.0,8.0,0
Farida,Khadda,458.0,907363.25,574459.0,0.0,,unemployed,married,No,5.0,4.0,1
Rachid,Yacine,665.0,560348.61,664922.0,6.0,46.0,employed,single,No,0.0,4.0,1
Sofiane,Baali,846.0,720597.15,557839.0,22.0,52.0,employed,divorced,Yes,,3.0,0
Rachid,,679.0,727384.03,200562.0,20.0,73.0,employed,married,No,3.0,7.0,0
Mohamed,Rzig,596.0,414654.79,316696.0,6.0,60.0,employed,married,Yes,3.0,3.0,0
Ali,Yakoub,725.0,,429662.0,0.0,22.0,unemployed,single,Yes,0.0,1.0,0
Rachid,Kaci,817.0,1782684.89,251219.0,9.0,49.0,employed,married,Yes,5.0,1.0,0
Yasmin,Mokhtari,444.0,829815.67,749869.0,0.0,32.0,student,married,No,1.0,2.0,1
Farida,Khadda,447.0,918816.81,581987.0,0.0,55.0,unemployed,married,Yes,2.0,5.0,1
Mohamed,Fellag,769.0,1262259.24,477073.0,6.0,,self-employed,married,Yes,0.0,4.0,0
Iman,Moussaoui,445.0,789708.35,657765.0,0.0,55.0,student,married,No,2.0,4.0,1
Khaled,Reguigui,732.0,1745256.18,180990.0,16.0,56.0,employed,married,Yes,2.0,3.0,0
Bilal,Nasri,610.0,384758.5,659510.0,3.0,42.0,employed,married,,4.0,1.0,1
Djamila,Layadi,695.0,761059.56,260321.0,5.0,49.0,self-employed,single,Yes,0.0,2.0,0
Mehdi,Hamou,753.0,1083810.52,164064.0,9.0,52.0,self-employed,,Yes,1.0,1.0,0
Mohamed,Lasfar,526.0,,824775.0,0.0,60.0,student,married,No,5.0,5.0,1
Youssef,Mimouni,812.0,827828.83,383812.0,0.0,34.0,student,married,Yes,0.0,3.0,0
Ahmed,Saadoune,463.0,943076.78,452798.0,7.0,,employed,single,Yes,0.0,1.0,0
Leila,Chabane,649.0,,252777.0,1.0,66.0,employed,divorced,Yes,0.0,2.0,0
Said,Badi,477.0,362808.05,434243.0,7.0,65.0,employed,single,Yes,0.0,5.0,1
Mohamed,Idris,817.0,911455.99,286280.0,28.0,59.0,employed,single,No,0.0,6.0,0
Farida,Touati,474.0,381246.43,349678.0,7.0,55.0,self-employed,single,Yes,0.0,6.0,1
Amir,Tarek,567.0,834547.69,421781.0,1.0,28.0,employed,,No,2.0,1.0,0
Aisha,Mendil,638.0,640921.35,402227.0,26.0,44.0,self-employed,,Yes,1.0,2.0,1
Iman,Jebali,606.0,854069.25,135222.0,8.0,58.0,employed,,No,5.0,3.0,1
Amir,Tarek,543.0,911455.44,454049.0,1.0,27.0,employed,married,No,2.0,1.0,0
Amir,Belkacem,764.0,989201.28,262629.0,5.0,31.0,self-employed,single,,0.0,1.0,0
Said,Djeghloul,534.0,848797.92,668505.0,3.0,57.0,self-employed,married,Yes,0.0,3.0,1
Sara,Zabar,666.0,699940.77,,,53.0,self-employed,single,,,4.0,1
Aisha,Sid,657.0,599921.71,576413.0,1.0,35.0,employed,married,Yes,3.0,2.0,1
Sofiane,Drif,461.0,884644.61,288357.0,7.0,25.0,employed,single,No,0.0,0.0,0
Khadija,,675.0,828971.89,609758.0,5.0,35.0,employed,divorced,No,4.0,1.0,1
Ali,Yakoub,708.0,989941.2,444444.0,0.0,23.0,unemployed,single,No,0.0,1.0,0
Ahmed,Ghanem,683.0,1288315.44,125029.0,16.0,69.0,self-employed,single,Yes,0.0,6.0,0
Lamine,Berrabah,383.0,490024.16,690335.0,1.0,68.0,employed,single,No,,5.0,1
Said,Darwish,648.0,1494292.75,361094.0,9.0,27.0,self-employed,single,,0.0,0.0,1
Mehdi,Ghazali,,1405593.49,,9.0,40.0,self-employed,single,Yes,0.0,0.0,1
Amir,Meriem,699.0,1606894.82,477297.0,13.0,38.0,employed,married,,0.0,2.0,0
Salima,Hocine,693.0,,207329.0,0.0,71.0,unemployed,,No,1.0,3.0,1
Iman,Gana,593.0,1024542.43,379242.0,9.0,40.0,employed,single,No,0.0,,0
Iman,Dahlab,614.0,332275.59,414171.0,7.0,53.0,employed,divorced,No,2.0,5.0,0
Lamine,Rahim,522.0,756114.03,540850.0,9.0,56.0,employed,,Yes,1.0,1.0,0
Bilal,,572.0,595847.43,604353.0,9.0,,self-employed,married,No,2.0,5.0,1
Sofiane,Mahieddine,443.0,281560.85,577849.0,1.0,24.0,employed,married,Yes,,3.0,1
Iman,Kashi,430.0,366099.55,923791.0,4.0,22.0,employed,married,Yes,0.0,0.0,1
Khadija,Ghomari,778.0,653915.87,433123.0,0.0,56.0,unemployed,single,Yes,0.0,5.0,1
Farida,Sekkal,718.0,1676427.32,367159.0,3.0,29.0,employed,married,,0.0,1.0,0
Malika,Keblouti,537.0,428261.86,423526.0,,55.0,student,single,No,0.0,6.0,1
Lamine,Rahim,546.0,812978.74,562630.0,9.0,57.0,employed,married,No,4.0,1.0,0
Khaled,Meziani,474.0,665107.38,677240.0,3.0,23.0,employed,married,Yes,0.0,0.0,1
Leila,Tounsi,747.0,1802611.43,615698.0,0.0,30.0,unemployed,single,,0.0,3.0,1
Amir,,505.0,700198.69,877809.0,0.0,34.0,unemployed,divorced,Yes,2.0,1.0,1
Aisha,Khalfi,520.0,345944.38,184187.0,3.0,63.0,employed,divorced,No,0.0,4.0,1
Yasmin,Haffaf,687.0,787365.96,543530.0,0.0,45.0,student,single,Yes,,3.0,1
Ali,Didouche,770.0,1008056.28,427871.0,3.0,47.0,self-employed,married,Yes,1.0,0.0,0
Salima,Haouas,639.0,954318.9,,4.0,39.0,employed,single,Yes,0.0,4.0,0
Farida,,817.0,1448380.67,,6.0,27.0,employed,married,Yes,0.0,0.0,0
Said,Rabah,378.0,944306.21,258362.0,1.0,47.0,employed,single,No,0.0,5.0,1
,Dali,581.0,558047.79,304470.0,3.0,65.0,self-employed,married,No,5.0,4.0,0
Rachid,Yacine,691.0,585834.83,628758.0,6.0,46.0,employed,,Yes,,3.0,1
Ahmed,Kafi,787.0,1592794.82,311959.0,0.0,71.0,unemployed,married,No,2.0,7.0,0
Iman,Mandaci,762.0,1527597.98,403005.0,13.0,45.0,employed,,Yes,0.0,1.0,0
Nadia,Guettouche,,1840765.93,106557.0,22.0,65.0,employed,married,Yes,4.0,6.0,0
Fatima,Mahrez,436.0,520730.59,178304.0,7.0,51.0,employed,single,No,0.0,,1
Nadia,Sami,466.0,917306.33,599565.0,0.0,44.0,unemployed,,No,0.0,0.0,1
Mustafa,Barakat,576.0,1033602.47,909003.0,7.0,37.0,employed,,Yes,0.0,3.0,1
Bilal,Aribi,774.0,1262537.88,476385.0,16.0,41.0,self-employed,married,No,5.0,5.0,0
Ahmed,Mouloudi,673.0,689306.84,436764.0,9.0,62.0,employed,divorced,No,3.0,4.0,1
Khaled,Mouloud,752.0,1412463.42,380071.0,13.0,36.0,self-employed,single,Yes,0.0,0.0,0
Khaled,Senhadji,570.0,940901.0,750083.0,0.0,,self-employed,divorced,Yes,0.0,1.0,1
Amina,Fares,499.0,758116.26,509246.0,5.0,63.0,self-employed,,No,2.0,4.0,0
Leila,Djelloul,769.0,,186575.0,3.0,21.0,self-employed,single,No,0.0,2.0,0
Amir,Belkacem,783.0,1013771.35,276471.0,5.0,33.0,self-employed,single,Yes,0.0,2.0,0
Bilal,,695.0,320096.06,940715.0,8.0,26.0,self-employed,,No,0.0,0.0,1
Bilal,Chaker,825.0,735007.04,415703.0,,27.0,employed,single,,0.0,0.0,0
Said,Souag,300.0,663432.72,205920.0,2.0,,employed,,Yes,3.0,3.0,1
Youssef,,719.0,1131036.68,136464.0,14.0,34.0,employed,married,Yes,1.0,2.0,0
Djamila,Boumaza,605.0,276106.68,639647.0,0.0,24.0,unemployed,,Yes,0.0,1.0,1
Leila,Zaalani,727.0,1555381.26,380243.0,10.0,,employed,single,Yes,,2.0,0
,Makoudi,606.0,826789.81,562980.0,8.0,41.0,self-employed,single,Yes,0.0,3.0,1
Ahmed,Mouloudi,683.0,711584.39,439424.0,9.0,62.0,employed,divorced,No,3.0,5.0,1
Ali,Harrouche,713.0,,402489.0,0.0,49.0,unemployed,married,No,2.0,5.0,0
Salima,Ferhat,349.0,599862.21,727084.0,5.0,32.0,employed,,No,2.0,3.0,1
Yasmin,Imad,310.0,770727.84,,2.0,21.0,employed,married,Yes,0.0,0.0,1
Farida,Mazouni,745.0,1574021.91,,6.0,27.0,employed,married,No,1.0,1.0,0
Karim,Messaoud,738.0,971308.54,480836.0,16.0,49.0,employed,divorced,Yes,0.0,3.0,0
Djamila,Layadi,712.0,807945.67,280297.0,5.0,52.0,self-employed,single,No,0.0,4.0,0
Samira,Makoudi,584.0,800560.65,575633.0,8.0,39.0,self-employed,single,Yes,,1.0,1
Leila,Makhlouf,532.0,975992.04,416540.0,3.0,60.0,employed,,Yes,0.0,4.0,1
Ahmed,Haddad,751.0,693514.64,414011.0,12.0,52.0,self-employed,,No,5.0,5.0,0
Omar,Chouiter,772.0,760246.07,634357.0,24.0,61.0,employed,single,Yes,0.0,4.0,0
Amir,Sayad,800.0,1809690.34,158422.0,7.0,45.0,employed,married,Yes,3.0,,0
Sofiane,Kaddour,739.0,848958.76,443750.0,7.0,25.0,employed,single,No,0.0,2.0,1
Khaled,Sadi,839.0,1833944.53,192367.0,16.0,60.0,employed,married,Yes,3.0,3.0,0
Samira,Amirouche,511.0,266730.19,507283.0,3.0,46.0,self-employed,single,No,0.0,4.0,1
Khadija,Karam,674.0,793782.34,644724.0,5.0,36.0,employed,divorced,No,1.0,1.0,1
Nadia,Sami,464.0,895584.03,555867.0,0.0,46.0,unemployed,divorced,No,1.0,2.0,1
Sara,Ould,425.0,711613.89,799310.0,6.0,27.0,self-employed,single,Yes,0.0,0.0,1
Amina,Bouzid,801.0,1042341.18,376328.0,15.0,55.0,employed,married,Yes,0.0,4.0,0
Iman,Jebali,624.0,836727.16,139429.0,8.0,,employed,divorced,Yes,0.0,4.0,1
,Seridi,543.0,427864.97,438989.0,7.0,64.0,employed,married,No,1.0,3.0,1
Ali,Mellouli,652.0,975212.38,545033.0,5.0,66.0,self-employed,divorced,No,5.0,10.0,0
,Zerrouki,850.0,1137799.69,592441.0,9.0,49.0,employed,single,Yes,0.0,6.0,0
Khaled,Reguigui,732.0,1866597.08,185191.0,17.0,56.0,employed,married,Yes,2.0,2.0,0
Iman,Ghoul,719.0,1386941.22,376487.0,5.0,23.0,employed,divorced,No,0.0,0.0,0
Khaled,Lallam,666.0,384182.57,435307.0,3.0,61.0,employed,married,,3.0,2.0,0
Djamila,Boumediene,643.0,,404630.0,8.0,26.0,employed,married,Yes,0.0,1.0,0
Sofiane,Dahdouh,662.0,1911944.15,366117.0,0.0,43.0,student,single,Yes,0.0,1.0,0
Nadia,Farhi,704.0,1022082.26,247445.0,0.0,28.0,unemployed,married,No,1.0,2.0,1
Zohra,Djabiri,732.0,889092.52,403971.0,6.0,46.0,employed,single,Yes,0.0,1.0,0
Sara,Guesmi,830.0,1152844.09,470625.0,0.0,,unemployed,single,No,0.0,3.0,0
Fatima,Khalfaoui,534.0,322979.07,770222.0,0.0,59.0,unemployed,married,No,1.0,5.0,1
Djamila,Bouteflika,695.0,1609948.87,125071.0,3.0,46.0,employed,single,Yes,0.0,3.0,1
Omar,Tahiri,,1490260.44,570551.0,10.0,28.0,self-employed,married,Yes,0.0,2.0,1
Youssef,Tabti,725.0,544604.17,870771.0,0.0,44.0,employed,married,No,1.0,5.0,1
Leila,Sifi,710.0,462369.13,213416.0,0.0,,unemployed,divorced,No,4.0,2.0,0
Ahmed,Meddour,716.0,747606.14,750285.0,0.0,57.0,unemployed,married,Yes,,3.0,1
Samira,Makoudi,601.0,777342.77,600685.0,8.0,39.0,self-employed,single,No,0.0,2.0,1
Rachid,Rahal,650.0,1198847.27,384963.0,13.0,31.0,employed,married,Yes,0.0,0.0,1
Sofiane,Mokhtar,807.0,1816012.4,508038.0,21.0,46.0,employed,divorced,Yes,5.0,2.0,0
Omar,Tahiri,758.0,1489903.68,573779.0,10.0,28.0,self-employed,married,No,0.0,,1
Farida,Nemdil,758.0,1290429.98,,11.0,29.0,employed,single,No,0.0,1.0,1
Iman,Selmani,678.0,681468.84,668199.0,1.0,65.0,self-employed,married,No,3.0,6.0,0
Sara,Abbas,728.0,1234554.72,134719.0,15.0,33.0,employed,,Yes,0.0,2.0,0
Iman,Rachedi,830.0,866145.57,86204.0,29.0,63.0,self-employed,single,Yes,0.0,4.0,0
Salima,Maachi,,1076801.99,489121.0,0.0,,student,married,No,2.0,5.0,0
Sara,Azzam,740.0,1360339.6,223873.0,11.0,55.0,self-employed,single,No,0.0,7.0,0
Sara,Oudjani,702.0,1014588.24,621211.0,2.0,,employed,married,Yes,1.0,0.0,1
Ahmed,Kafi,754.0,1594683.65,294334.0,0.0,72.0,unemployed,married,No,3.0,6.0,0
Salima,Ferhat,360.0,602345.42,727967.0,5.0,32.0,employed,married,No,3.0,0.0,1
Mustafa,Hamouche,352.0,466525.32,514798.0,6.0,60.0,employed,divorced,No,0.0,4.0,1
Iman,Ait Ahmed,643.0,481419.57,280386.0,0.0,48.0,student,married,,1.0,0.0,0
Sofiane,Benali,680.0,1072021.9,408897.0,0.0,35.0,unemployed,single,Yes,0.0,1.0,1
Ali,Harrouche,736.0,1455245.86,421638.0,0.0,49.0,unemployed,married,Yes,2.0,4.0,0
Leila,Sifi,711.0,480046.96,222373.0,0.0,36.0,unemployed,divorced,Yes,2.0,1.0,0
Karim,Maroc,778.0,1446585.95,590693.0,5.0,44.0,employed,married,No,5.0,2.0,0
Djamila,Kassa,452.0,308817.17,330009.0,6.0,27.0,employed,single,Yes,,1.0,1
Bilal,,673.0,422626.09,,3.0,69.0,employed,single,Yes,,6.0,0
Bilal,Ziani,688.0,806824.25,312226.0,0.0,57.0,student,married,Yes,1.0,5.0,0
Mohamed,Fettis,831.0,948104.8,451685.0,0.0,43.0,unemployed,married,Yes,4.0,2.0,0
Yasmin,Hassani,440.0,460606.37,787734.0,8.0,55.0,employed,married,No,5.0,2.0,1
,Khennous,844.0,1216335.42,404566.0,,30.0,employed,divorced,Yes,2.0,4.0,0
Yasmin,Hallal,374.0,609563.08,924923.0,0.0,36.0,student,married,Yes,0.0,2.0,1
Samira,Zaki,774.0,,330644.0,13.0,56.0,employed,,No,3.0,3.0,0
Sara,Ould,,730051.01,815577.0,6.0,29.0,self-employed,single,Yes,0.0,,1
Ahmed,Hadjeres,724.0,1941197.29,310266.0,2.0,43.0,self-employed,married,Yes,1.0,0.0,0
Mohamed,Derradji,384.0,355852.26,697631.0,6.0,58.0,self-employed,,No,0.0,5.0,1
Youssef,Semmar,760.0,1911248.11,,11.0,57.0,employed,married,Yes,3.0,4.0,0
Youssef,Bentoumi,850.0,1093642.45,293303.0,0.0,40.0,student,married,Yes,3.0,0.0,0
Zohra,Bencherif,769.0,776551.31,525725.0,9.0,39.0,self-employed,married,No,0.0,0.0,0
Rachid,Kaci,800.0,1926487.11,258742.0,9.0,49.0,employed,,Yes,1.0,5.0,0
Bilal,Nasri,634.0,371273.07,639849.0,3.0,41.0,employed,married,No,2.0,1.0,1
Karim,Taibi,427.0,918174.88,175091.0,6.0,39.0,employed,married,,1.0,2.0,0
Fatima,Sidhoum,754.0,1467818.85,578074.0,23.0,71.0,employed,,Yes,0.0,5.0,0
Mohamed,Khoualed,313.0,364079.77,240445.0,2.0,68.0,employed,single,No,0.0,2.0,1
Farida,Mida,813.0,1330933.05,349999.0,17.0,35.0,employed,single,Yes,0.0,2.0,0
